BROMOscan Gene Symbol,Common Inhibitor Name,CBIS Compound Name,KD,St.Dev.,n,KD Units,Inhibitor SMILE
"BRDT(1,2)",OF-1,OF-1,11000,3600,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
BRDT(2),OF-1,OF-1,22000,2800,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
BRPF1,OF-1,OF-1,40,15,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
BRPF3,OF-1,OF-1,970,170,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
CECR2,OF-1,OF-1,>50000,,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
CREBBP,OF-1,OF-1,45000,5200,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
EP300,OF-1,OF-1,47000,4000,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
FALZ,OF-1,OF-1,1600,1.5,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
GCN5L2,OF-1,OF-1,6900,500,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
PBRM1(2),OF-1,OF-1,>50000,,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
PBRM1(5),OF-1,OF-1,4500,340,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
PCAF,OF-1,OF-1,12000,4500,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
SMARCA2,OF-1,OF-1,>50000,,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
SMARCA2(iso.A),OF-1,OF-1,,,,,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
SMARCA4,OF-1,OF-1,16000,440,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
TAF1(2),OF-1,OF-1,4700,520,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
TAF1L(2),OF-1,OF-1,5300,660,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
TRIM24(Bromo.),OF-1,OF-1,1900,570,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
"TRIM24(PHD,Bromo.)",OF-1,OF-1,4500,150,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
"TRIM33(PHD,Bromo.)",OF-1,OF-1,40000,6100,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
WDR9(2),OF-1,OF-1,>50000,,2,nM,CN1C2=C(C=C(OC)C(NS(C3=C(C)C=C(Br)C=C3)(=O)=O)=C2)N(C)C1=O
ATAD2A,PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
ATAD2B,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BAZ1B,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BAZ2A,PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BAZ2B,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD1,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD2(1),PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"BRD2(1,2)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD2(2),PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD3(1),PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"BRD3(1,2)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD3(2),PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD4(1),PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"BRD4(1,2)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD4(2),PFI-3,PFI-3,>100000,,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"BRD4(full-length,short-iso.)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD7,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD8(1),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD8(2),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRD9,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRDT(1),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"BRDT(1,2)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRDT(2),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRPF1,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
BRPF3,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
CECR2,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
CREBBP,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
EP300,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
FALZ,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
GCN5L2,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
PBRM1(2),PFI-3,PFI-3,6358,170,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
PBRM1(5),PFI-3,PFI-3,29.9,7.1,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
PCAF,PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
SMARCA2,PFI-3,PFI-3,34.6,0.70,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
SMARCA2(iso.A),PFI-3,PFI-3,75,8.5,4,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
SMARCA4,PFI-3,PFI-3,31.9,3.6,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
TAF1(2),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
TAF1L(2),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
TRIM24(Bromo.),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"TRIM24(PHD,Bromo.)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
"TRIM33(PHD,Bromo.)",PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
WDR9(2),PFI-3,PFI-3,>100000,,2,nM,O=C(C3=C(O)C=CC=C3)/C=C/N1[C@H](C4)CN(C2=NC=CC=C2)[C@H]4C1
ATAD2A,PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
ATAD2B,PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BAZ1B,PFI-4,Compound 1_Pfizer,>50000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BAZ2A,PFI-4,Compound 1_Pfizer,4600,1100,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BAZ2B,PFI-4,Compound 1_Pfizer,2700,360,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD1,PFI-4,Compound 1_Pfizer,270,21,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD2(1),PFI-4,Compound 1_Pfizer,3100,250,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"BRD2(1,2)",PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD2(2),PFI-4,Compound 1_Pfizer,26000,1200,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD3(1),PFI-4,Compound 1_Pfizer,13000,2000,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"BRD3(1,2)",PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD3(2),PFI-4,Compound 1_Pfizer,17000,1200,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD4(1),PFI-4,Compound 1_Pfizer,3600,82,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"BRD4(1,2)",PFI-4,Compound 1_Pfizer,20000,1600,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD4(2),PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"BRD4(full-length,short-iso.)",PFI-4,Compound 1_Pfizer,5900,180,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD7,PFI-4,Compound 1_Pfizer,2500,310,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD8(1),PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD8(2),PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRD9,PFI-4,Compound 1_Pfizer,2000,250,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRDT(1),PFI-4,Compound 1_Pfizer,14000,31,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"BRDT(1,2)",PFI-4,Compound 1_Pfizer,26000,250,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRDT(2),PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRPF1,PFI-4,Compound 1_Pfizer,5.4,0.49,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
BRPF3,PFI-4,Compound 1_Pfizer,1700,350,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
CECR2,PFI-4,Compound 1_Pfizer,1500,230,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
CREBBP,PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
EP300,PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
FALZ,PFI-4,Compound 1_Pfizer,3500,400,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
GCN5L2,PFI-4,Compound 1_Pfizer,24000,6500,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
PBRM1(2),PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
PBRM1(5),PFI-4,Compound 1_Pfizer,6500,950,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
PCAF,PFI-4,Compound 1_Pfizer,9100,940,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
SMARCA2,PFI-4,Compound 1_Pfizer,29000,280,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
SMARCA2(iso.A),PFI-4,Compound 1_Pfizer,32000,4700,3,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
SMARCA4,PFI-4,Compound 1_Pfizer,23000,880,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
TAF1(2),PFI-4,Compound 1_Pfizer,1900,300,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
TAF1L(2),PFI-4,Compound 1_Pfizer,5100,800,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
TRIM24(Bromo.),PFI-4,Compound 1_Pfizer,4900,1800,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"TRIM24(PHD,Bromo.)",PFI-4,Compound 1_Pfizer,3400,720,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
"TRIM33(PHD,Bromo.)",PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
WDR9(2),PFI-4,Compound 1_Pfizer,>30000,,2,nM,CN(C1=CC(NC(C2=C(OC)C=CC=C2)=O)=C(N3CCCC3)C=C1N4C)C4=O
ATAD2A,Salicylic Acid,Salicylic Acid,15000,3600,2,uM,c1ccc(c(c1)C(=O)O)O
ATAD2B,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BAZ1B,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BAZ2A,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BAZ2B,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD1,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD2(1),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"BRD2(1,2)",Salicylic Acid,Salicylic Acid,7300,5400,2,uM,c1ccc(c(c1)C(=O)O)O
BRD2(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD3(1),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"BRD3(1,2)",Salicylic Acid,Salicylic Acid,11000,3500,2,uM,c1ccc(c(c1)C(=O)O)O
BRD3(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD4(1),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"BRD4(1,2)",Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD4(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"BRD4(full-length,short-iso.)",Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD7,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD8(1),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD8(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRD9,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRDT(1),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"BRDT(1,2)",Salicylic Acid,Salicylic Acid,6100,570,2,uM,c1ccc(c(c1)C(=O)O)O
BRDT(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
BRPF1,Salicylic Acid,Salicylic Acid,4200,490,2,uM,c1ccc(c(c1)C(=O)O)O
BRPF3,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
CECR2,Salicylic Acid,Salicylic Acid,>14000,,4,uM,c1ccc(c(c1)C(=O)O)O
CREBBP,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
EP300,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
FALZ,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
GCN5L2,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
PBRM1(2),Salicylic Acid,Salicylic Acid,1000,200,24,uM,c1ccc(c(c1)C(=O)O)O
PBRM1(5),Salicylic Acid,Salicylic Acid,160,25,6,uM,c1ccc(c(c1)C(=O)O)O
PCAF,Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
SMARCA2,Salicylic Acid,Salicylic Acid,250,56,8,uM,c1ccc(c(c1)C(=O)O)O
SMARCA2(iso.A),Salicylic Acid,Salicylic Acid,950,35,2,uM,c1ccc(c(c1)C(=O)O)O
SMARCA4,Salicylic Acid,Salicylic Acid,320,49,2,uM,c1ccc(c(c1)C(=O)O)O
TAF1(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
TAF1L(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
TRIM24(Bromo.),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"TRIM24(PHD,Bromo.)",Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
"TRIM33(PHD,Bromo.)",Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
WDR9(2),Salicylic Acid,Salicylic Acid,>14000,,2,uM,c1ccc(c(c1)C(=O)O)O
ATAD2A,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
ATAD2B,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BAZ1B,LP-99,SGC_BRD9_12245,,,,,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BAZ2A,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BAZ2B,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD1,LP-99,SGC_BRD9_12245,22000,60,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD2(1),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"BRD2(1,2)",LP-99,SGC_BRD9_12245,35000,4500,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD2(2),LP-99,SGC_BRD9_12245,9200,3900,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD3(1),LP-99,SGC_BRD9_12245,44000,4500,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"BRD3(1,2)",LP-99,SGC_BRD9_12245,47000,2800,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD3(2),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD4(1),LP-99,SGC_BRD9_12245,46000,2400,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"BRD4(1,2)",LP-99,SGC_BRD9_12245,41000,1300,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD4(2),LP-99,SGC_BRD9_12245,25000,3700,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"BRD4(full-length,short-iso.)",LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD7,LP-99,SGC_BRD9_12245,68,14,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD8(1),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD8(2),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRD9,LP-99,SGC_BRD9_12245,54,4.3,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
